PID         USER              FD       TYPE      DEVICE                  SIZE/OFF   NODE     NAME
4560        backupsys         126u     IPv4      0xd16f359f78cdd9db      0t0        UDP      *:mdns
4560        backupsys         127u     IPv6      0x807bcad9653e6e4e      0t0        UDP      *:mdns
4560        backupsys         128u     IPv6      0x70507ea1fa7ea926      0t0        UDP      *:mdns
4560        backupsys         129u     IPv6      0x6325e6e62594af26      0t0        UDP      *:mdns
4560        backupsys         130u     IPv6      0x9a660dd783c61615      0t0        UDP      *:mdns
4560        backupsys         131u     IPv6      0x2e4732979f8e339a      0t0        UDP      *:mdns
4560        backupsys         132u     IPv6      0x71ac1863082a520c      0t0        UDP      *:mdns
4560        backupsys         133u     IPv4      0xe9b404544579683d      0t0        UDP      *:mdns
4560        backupsys         134u     IPv4      0x8c6db73a738dd05a      0t0        UDP      *:mdns
4560        backupsys         135u     IPv6      0x7bbe07ae158cc43f      0t0        UDP      *:mdns
4586        backupsys         37u      IPv4      0xb14b60820c2ce124      0t0        TCP      10.75.34.13:54531->52.96.79.2:https (ESTABLISHED)
4586        backupsys         40u      IPv4      0x7661d2fec45fc3fe      0t0        TCP      10.75.34.13:57944->52.96.79.34:https (ESTABLISHED)
4586        backupsys         41u      IPv4      0xcae26f3617b81ecf      0t0        TCP      10.75.34.13:56827->52.123.128.14:https (ESTABLISHED)
5003        backupsys         9u       IPv4      0x291f59dfab8dc3d2      0t0        TCP      10.75.34.13:50976->17.248.232.65:https (CLOSED)
11283       root              3u       IPv4      0x28af47068aab166       0t0        TCP      *:65535 (LISTEN)
11283       root              4u       IPv4      0x978bd7ea5798e7cd      0t0        UDP      localhost:49152
11283       root              5u       IPv4      0xa78d60cbaec39fb       0t0        TCP      localhost:65535->localhost:57358 (ESTABLISHED)
11286       root              18u      IPv4      0x49416cdd24074b15      0t0        TCP      localhost:18313 (LISTEN)
11286       root              34u      IPv4      0xfc0fb87f6467714a      0t0        TCP      localhost:18313->localhost:57363 (ESTABLISHED)
11290       root              4u       IPv4      0xd2516853feae2c82      0t0        TCP      localhost:57358->localhost:65535 (ESTABLISHED)
11290       root              7u       IPv4      0x6630ecd2dc02928       0t0        TCP      *:55296 (LISTEN)
11290       root              12u      IPv4      0x8b070f9c46d8fa03      0t0        TCP      localhost:57363->localhost:18313 (ESTABLISHED)
17474       backupsys         30u      IPv4      0x9ef3ae07dd45a81c      0t0        TCP      10.75.34.13:50243->20.59.87.226:https (ESTABLISHED)
17474       backupsys         31u      IPv4      0x9ef3ae07dd45a81c      0t0        TCP      10.75.34.13:50243->20.59.87.226:https (ESTABLISHED)
17475       backupsys         22u      IPv6      0xff5a8349cafadcdf      0t0        TCP      localhost:42050 (LISTEN)
22068       _netbios          3u       IPv4      0x52f2eca396456452      0t0        UDP      *:netbios-ns
22068       _netbios          4u       IPv4      0xcb1e859d351a9728      0t0        UDP      *:netbios-dgm
25470       backupsys         28u      IPv4      0x8d7ea27ca2b0428a      0t0        TCP      10.75.34.13:57969->a23-33-22-150.deploy.static.akamaitechnologies.com:https (CLOSED)
27999       backupsys         33u      IPv4      0xed31b82305b2ee1c      0t0        TCP      10.75.34.13:56379->170.114.52.2:https (CLOSE_WAIT)
27999       backupsys         38u      IPv4      0x3073c3ddb8b824cf      0t0        TCP      10.75.34.13:56380->170.114.52.2:https (CLOSE_WAIT)
27999       backupsys         62u      IPv4      0x910cbdfad9041981      0t0        TCP      10.75.34.13:65534->170-114-4-232.zoom.us:https (ESTABLISHED)
27999       backupsys         65u      IPv4      0xece6c99c84d3acb3      0t0        TCP      10.75.34.13:56383->40.126.27.163:https (CLOSED)
27999       backupsys         73u      IPv4      0xbf48b5187006a011      0t0        TCP      10.75.34.13:49185->170-114-1-173.zoom.us:https (ESTABLISHED)
33424       root              3u       IPv4      0x3da1755a934755e6      0t0        UDP      *:*
37397       root              73u      IPv4      0x1bb8a1eb4b51a59e      0t0        TCP      localhost:17473 (LISTEN)
40400       backupsys         11u      IPv4      0xe245a3fbf9f635c6      0t0        TCP      10.75.34.13:58089->ec2-44-196-125-45.compute-1.amazonaws.com:https (ESTABLISHED)
40400       backupsys         12u      IPv4      0xf4f528a013e54f2b      0t0        TCP      10.75.34.13:58090->ec2-18-116-22-140.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
40400       backupsys         13u      IPv4      0x1d45c0213057eb55      0t0        TCP      10.75.34.13:58093->ec2-3-131-144-101.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
40400       backupsys         14u      IPv4      0xe96d8ef061043bce      0t0        TCP      10.75.34.13:58095->a1370dc23e25e46ce.awsglobalaccelerator.com:https (ESTABLISHED)
40400       backupsys         15u      IPv4      0x1b082a9a8b85e6d8      0t0        TCP      10.75.34.13:58097->server-18-160-225-73.ord58.r.cloudfront.net:https (ESTABLISHED)
40400       backupsys         16u      IPv4      0xfe73976fa7bb73dc      0t0        TCP      10.75.34.13:58099->ec2-3-131-144-101.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
51857       backupsys         22u      IPv4      0x260af411fdcd96c8      0t0        TCP      10.75.34.13:53489->a23-212-6-235.deploy.static.akamaitechnologies.com:https (CLOSED)
56741       root              5u       IPv4      0x8ebe682e1bcdd2b9      0t0        TCP      10.75.34.13:cslistener->server-3-162-163-79.ord56.r.cloudfront.net:52598 (ESTABLISHED)
56741       root              8u       IPv4      0x34a541dd7b2d5284      0t0        TCP      10.75.34.13:cslistener->52.96.79.2:54531 (ESTABLISHED)
56741       root              9u       IPv4      0xa6fa6bcb4d357af9      0t0        TCP      10.75.34.13:cslistener->ec2-52-14-14-157.us-east-2.compute.amazonaws.com:58066 (ESTABLISHED)
56741       root              13u      IPv4      0x911bb446845ec1d4      0t0        RAW      172.16.0.17:*
56741       root              15u      IPv4      0x38618c8b1031d335      0t0        TCP      localhost:54533->localhost:cslistener (CLOSE_WAIT)
56741       root              16u      IPv4      0xc69a4b9ea36c9bdd      0t0        TCP      172.16.0.17:54534->165.225.50.21:http (CLOSE_WAIT)
56741       root              17u      IPv6      0x235e0d5c3a50341c      0t0        UDP      [fc00::6440:1]:56024
56741       root              18u      IPv4      0x8200a9ec3274273       0t0        UDP      10.75.34.13:56024
56741       root              19u      IPv4      0x7057cc619a7338fb      0t0        TCP      10.75.34.13:cslistener (LISTEN)
56741       root              20u      IPv6      0x6127876dd5039695      0t0        TCP      [fc00::6440:1]:cslistener (LISTEN)
56741       root              21u      IPv4      0x367a9a82fbbdd3fc      0t0        TCP      localhost:cslistener (LISTEN)
56741       root              22u      IPv4      0x75727b839843b384      0t0        TCP      *:* (CLOSED)
56741       root              23u      IPv4      0x77283df1857fdd11      0t0        TCP      10.75.34.13:52599->server-3-162-163-79.ord56.r.cloudfront.net:https (ESTABLISHED)
56741       root              24u      IPv4      0xec6b04c0024886f7      0t0        TCP      10.75.34.13:cslistener->ec2-54-183-140-32.us-west-1.compute.amazonaws.com:49252 (ESTABLISHED)
56741       root              25u      IPv4      0x6d0462a3cde4b4dc      0t0        TCP      10.75.34.13:58067->ec2-52-14-14-157.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              26u      IPv4      0xbad33a95cf082271      0t0        TCP      *:* (CLOSED)
56741       root              27u      IPv4      0x2e2d3c9d556ae4c0      0t0        TCP      localhost:cslistener->localhost:54533 (FIN_WAIT_2)
56741       root              28u      IPv4      0xab0b2ff383f75c52      0t0        UDP      172.16.0.17:55790->165.225.242.44:https
56741       root              29u      IPv4      0x5e4dfc9239f52ecb      0t0        TCP      10.75.34.13:54532->52.96.79.2:https (ESTABLISHED)
56741       root              30u      IPv4      0xa483c832813715a3      0t0        TCP      *:* (CLOSED)
56741       root              31u      IPv4      0x74a2ac364b8b86c2      0t0        TCP      10.75.34.13:cslistener->13.107.246.38:57942 (FIN_WAIT_2)
56741       root              32u      IPv4      0xb9f3fccd5109df92      0t0        TCP      10.75.34.13:57943->13.107.246.38:https (CLOSE_WAIT)
56741       root              33u      IPv4      0xabeff0e777652d7d      0t0        TCP      10.75.34.13:cslistener->45.55.122.20:57002 (ESTABLISHED)
56741       root              34u      IPv4      0x97010fe346c1eddf      0t0        TCP      *:* (CLOSED)
56741       root              35u      IPv4      0x2678584e33aa70c2      0t0        TCP      10.75.34.13:57003->45.55.122.20:https (ESTABLISHED)
56741       root              36u      IPv4      0x58f05d1c5d700691      0t0        TCP      *:* (CLOSED)
56741       root              37u      IPv4      0x9becc42433346066      0t0        TCP      10.75.34.13:cslistener->52.123.128.14:56827 (ESTABLISHED)
56741       root              38u      IPv4      0xeda9b5568caa654b      0t0        TCP      172.16.0.17:56828->52.123.128.14:https (ESTABLISHED)
56741       root              39u      IPv4      0x88b6e64adb3d01f3      0t0        TCP      10.75.34.13:49253->ec2-54-183-140-32.us-west-1.compute.amazonaws.com:https (ESTABLISHED)
56741       root              40u      IPv4      0x1bb658ccf35fb205      0t0        TCP      10.75.34.13:cslistener->52.96.79.34:57944 (ESTABLISHED)
56741       root              41u      IPv4      0x39603f2802b00638      0t0        TCP      *:* (CLOSED)
56741       root              42u      IPv4      0xf21637884939c9ab      0t0        TCP      10.75.34.13:57945->52.96.79.34:https (ESTABLISHED)
56741       root              43u      IPv4      0x3a5d4f11d14821b5      0t0        TCP      10.75.34.13:cslistener->cdn-185-199-108-133.github.com:54298 (FIN_WAIT_2)
56741       root              44u      IPv4      0x8d1b500c29419b09      0t0        TCP      10.75.34.13:54299->cdn-185-199-108-133.github.com:https (CLOSE_WAIT)
56741       root              45u      IPv4      0x55ae52fc9161d7bb      0t0        TCP      10.75.34.13:cslistener->45.55.122.20:64850 (CLOSED)
56741       root              46u      IPv4      0x11b9e5e2def05d37      0t0        TCP      10.75.34.13:64851->45.55.122.20:https (FIN_WAIT_2)
56741       root              47u      IPv4      0xe6c349cf44235585      0t0        TCP      *:* (CLOSED)
56741       root              48u      IPv4      0x127449b52726308       0t0        TCP      *:* (CLOSED)
56741       root              49u      IPv4      0x34d78df175201143      0t0        TCP      10.75.34.13:cslistener->ec2-3-20-1-85.us-east-2.compute.amazonaws.com:49199 (ESTABLISHED)
56741       root              50u      IPv4      0x6fff68ac03623c66      0t0        TCP      10.75.34.13:cslistener->ec2-3-20-1-85.us-east-2.compute.amazonaws.com:49195 (ESTABLISHED)
56741       root              51u      IPv4      0xb0cd53af7b662538      0t0        TCP      10.75.34.13:cslistener->server-108-156-120-83.ord56.r.cloudfront.net:65072 (FIN_WAIT_2)
56741       root              52u      IPv4      0xdb0be7a13d7eb29       0t0        TCP      10.75.34.13:49200->ec2-3-20-1-85.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              53u      IPv4      0xa2d570244b548d0a      0t0        TCP      *:* (CLOSED)
56741       root              54u      IPv4      0x1b986ece93dad2d5      0t0        TCP      10.75.34.13:65073->server-108-156-120-83.ord56.r.cloudfront.net:https (CLOSE_WAIT)
56741       root              55u      IPv4      0xc56a245fc1d03438      0t0        TCP      10.75.34.13:cslistener->45.55.122.20:64909 (CLOSED)
56741       root              56u      IPv4      0x12ae0f4c62ca1d80      0t0        TCP      10.75.34.13:64912->45.55.122.20:https (FIN_WAIT_2)
56741       root              57u      IPv4      0xb555fe02a5357574      0t0        TCP      172.16.0.17:65399->165.225.242.44:https (ESTABLISHED)
56741       root              58u      IPv4      0x677be812be25785a      0t0        TCP      *:* (CLOSED)
56741       root              59u      IPv4      0x241f821f05983978      0t0        TCP      *:* (CLOSED)
56741       root              60u      IPv4      0x3bdd13fa517e9bce      0t0        TCP      10.75.34.13:49196->ec2-3-20-1-85.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              61u      IPv4      0x472a1f23457ff5be      0t0        TCP      *:* (CLOSED)
56741       root              62u      IPv4      0xf65f7b1a64e7b894      0t0        TCP      172.16.0.17:65467->165.225.50.40:https (ESTABLISHED)
56741       root              63u      IPv4      0x8e5b053720383449      0t0        TCP      10.75.34.13:cslistener->170.114.52.2:56379 (FIN_WAIT_2)
56741       root              64u      IPv4      0xdfb2e8566075630       0t0        TCP      172.16.0.17:56381->170.114.52.2:https (CLOSE_WAIT)
56741       root              65u      IPv4      0x9ff2995288880be9      0t0        TCP      10.75.34.13:cslistener->170-114-4-232.zoom.us:65534 (ESTABLISHED)
56741       root              66u      IPv4      0x6b2809a11e388b55      0t0        TCP      172.16.0.17:49152->170-114-4-232.zoom.us:https (ESTABLISHED)
56741       root              67u      IPv4      0x935c083e85cb9c0e      0t0        TCP      *:* (CLOSED)
56741       root              68u      IPv4      0xbfa02985a9933436      0t0        TCP      *:* (CLOSED)
56741       root              69u      IPv4      0x35ea442abdbb43a       0t0        TCP      10.75.34.13:cslistener->172.67.74.64:54300 (FIN_WAIT_2)
56741       root              70u      IPv4      0xcb3fbbcf5084624d      0t0        TCP      *:* (CLOSED)
56741       root              71u      IPv4      0x91b99ca5ea8d5032      0t0        TCP      *:* (CLOSED)
56741       root              72u      IPv4      0x68c77cf9e62d7ca0      0t0        TCP      10.75.34.13:54301->172.67.74.64:https (CLOSE_WAIT)
56741       root              73u      IPv4      0x8b619bbf8eb35705      0t0        TCP      10.75.34.13:cslistener->170.114.52.2:56380 (FIN_WAIT_2)
56741       root              74u      IPv4      0x485e73fe300d5f28      0t0        TCP      10.75.34.13:cslistener->13.107.246.38:50523 (FIN_WAIT_2)
56741       root              75u      IPv4      0xa57f03496bfcb8d5      0t0        TCP      10.75.34.13:50524->13.107.246.38:https (CLOSE_WAIT)
56741       root              76u      IPv4      0x60d4a6960f21e141      0t0        TCP      172.16.0.17:56382->170.114.52.2:https (CLOSE_WAIT)
56741       root              77u      IPv4      0xcd91bd3add682b75      0t0        TCP      10.75.34.13:cslistener->ec2-52-41-245-179.us-west-2.compute.amazonaws.com:56221 (ESTABLISHED)
56741       root              78u      IPv4      0xe836e24d213e4829      0t0        TCP      10.75.34.13:56222->ec2-52-41-245-179.us-west-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              79u      IPv4      0x48f094e7055918c6      0t0        TCP      10.75.34.13:cslistener->ec2-3-130-95-182.us-east-2.compute.amazonaws.com:58077 (ESTABLISHED)
56741       root              80u      IPv4      0xeae6013a806e80b6      0t0        TCP      10.75.34.13:58078->ec2-3-130-95-182.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              81u      IPv4      0x44509c340be1e6f2      0t0        TCP      10.75.34.13:cslistener->ord38s28-in-f4.1e100.net:57159 (ESTABLISHED)
56741       root              82u      IPv4      0xb3c8b5b3687a62        0t0        UDP      172.16.0.17:57073->165.225.50.40:https
56741       root              83u      IPv4      0xa463d2058f534fd4      0t0        TCP      *:* (CLOSED)
56741       root              84u      IPv4      0xf34cae2e82a2a442      0t0        TCP      *:* (CLOSED)
56741       root              85u      IPv4      0x5f3107aafc072552      0t0        TCP      *:* (CLOSED)
56741       root              86u      IPv4      0xa401c319b88618f0      0t0        TCP      10.75.34.13:57164->ord38s28-in-f4.1e100.net:https (ESTABLISHED)
56741       root              87u      IPv4      0x96d88f6640ead617      0t0        TCP      10.75.34.13:cslistener->ord38s28-in-f4.1e100.net:57160 (ESTABLISHED)
56741       root              88u      IPv4      0xf8fc370856dfbe94      0t0        TCP      10.75.34.13:57163->ord38s28-in-f4.1e100.net:https (ESTABLISHED)
56741       root              89u      IPv4      0xeea5be78271aef72      0t0        TCP      10.75.34.13:cslistener->ord38s30-in-f10.1e100.net:57165 (ESTABLISHED)
56741       root              90u      IPv4      0xa69e8e74ab39101a      0t0        TCP      10.75.34.13:57166->ord38s30-in-f10.1e100.net:https (ESTABLISHED)
56741       root              91u      IPv4      0x92d79a70bcad3c86      0t0        TCP      10.75.34.13:cslistener->ec2-3-233-158-26.compute-1.amazonaws.com:57883 (ESTABLISHED)
56741       root              92u      IPv4      0x1cfe2df4b3046065      0t0        TCP      *:* (CLOSED)
56741       root              93u      IPv4      0x932911640d383d72      0t0        TCP      10.75.34.13:57884->ec2-3-233-158-26.compute-1.amazonaws.com:https (ESTABLISHED)
56741       root              94u      IPv4      0x50326cd665ab2af       0t0        TCP      10.75.34.13:cslistener->usmes2-vip-bx-001.aaplimg.com:58087 (ESTABLISHED)
56741       root              95u      IPv4      0x7e20144328a1b5b4      0t0        TCP      10.75.34.13:cslistener->45.55.122.20:64896 (CLOSED)
56741       root              96u      IPv4      0xa52e2fa7acf7ed48      0t0        TCP      10.75.34.13:64898->45.55.122.20:https (FIN_WAIT_2)
56741       root              97u      IPv4      0xa52c80697cc370dc      0t0        TCP      *:* (CLOSED)
56741       root              98u      IPv4      0x75abdda6a432448       0t0        TCP      10.75.34.13:58088->usmes2-vip-bx-001.aaplimg.com:https (ESTABLISHED)
56741       root              99u      IPv4      0x8d3f425a124555a7      0t0        TCP      10.75.34.13:cslistener->ec2-44-196-125-45.compute-1.amazonaws.com:58089 (ESTABLISHED)
56741       root              100u     IPv4      0x9624368eb73f8187      0t0        TCP      10.75.34.13:58091->ec2-44-196-125-45.compute-1.amazonaws.com:https (ESTABLISHED)
56741       root              101u     IPv4      0xe95708a90a0d5014      0t0        TCP      10.75.34.13:cslistener->20.59.87.226:50243 (ESTABLISHED)
56741       root              102u     IPv4      0x8ae0de72f109f594      0t0        TCP      10.75.34.13:50244->20.59.87.226:https (ESTABLISHED)
56741       root              103u     IPv4      0xb553ca9e8658c2c       0t0        TCP      10.75.34.13:cslistener->ord38s33-in-f10.1e100.net:57173 (ESTABLISHED)
56741       root              104u     IPv4      0xbc5a6832bb868add      0t0        TCP      10.75.34.13:57174->ord38s33-in-f10.1e100.net:https (ESTABLISHED)
56741       root              105u     IPv4      0x716c34775c5cc123      0t0        TCP      10.75.34.13:cslistener->ord38s33-in-f10.1e100.net:57175 (ESTABLISHED)
56741       root              106u     IPv4      0x46e19929a01a9f5e      0t0        TCP      10.75.34.13:57176->ord38s33-in-f10.1e100.net:https (ESTABLISHED)
56741       root              107u     IPv4      0x1a5cb30dd8d3b924      0t0        TCP      10.75.34.13:cslistener->ord38s30-in-f1.1e100.net:57177 (ESTABLISHED)
56741       root              108u     IPv4      0xb1f15a75ff8bfa2b      0t0        TCP      10.75.34.13:cslistener->170-114-1-173.zoom.us:49185 (ESTABLISHED)
56741       root              109u     IPv4      0x583228a0573dccb       0t0        TCP      172.16.0.17:49186->170-114-1-173.zoom.us:https (ESTABLISHED)
56741       root              110u     IPv4      0x3563d084b310dfdb      0t0        TCP      10.75.34.13:cslistener->45.55.122.20:64948 (CLOSED)
56741       root              111u     IPv4      0x9e0e3acd6b589eb8      0t0        TCP      10.75.34.13:64952->45.55.122.20:https (FIN_WAIT_2)
