USER         PID        %CPU    %MEM        VSZ       RSS    TTY      STAT     START    TIME     COMMAND
root         567        0.0     0.0         0         0      ?        I<       Mar18    0:00     [kworker/R-ext4-]
_chrony      573        0.0     0.3         10696     3228   ?        S        Mar18    81:55    /usr/sbin/chronyd -F 1
root         582        0.0     0.2         6220      2176   ttyS0    Ss+      Mar18    0:00     /sbin/agetty -o -p -- \u --keep-baud 115200,57600,38400,9600 ttyS0 vt220
root         589        0.0     0.2         6176      2176   tty1     Ss+      Mar18    0:00     /sbin/agetty -o -p -- \u --noclear tty1 linux
_chrony      595        0.0     0.1         10564     916    ?        S        Mar18    0:00     /usr/sbin/chronyd -F 1
root         602        0.0     1.3         110108    11904  ?        Ssl      Mar18    0:00     /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
syslog       703        0.0     6.5         504788    56488  ?        Ssl      Mar18    10:26    /opt/microsoft/azuremonitoragent/bin/mdsd -A -c /etc/opt/microsoft/azuremonitoragent/mdsd.xml -r /run/azuremonitoragent/default -S /var/opt/microsoft/azuremonitoragent/eh -L /var
root         775        0.0     0.0         0         0      ?        I<       Mar18    0:00     [kworker/R-tls-s]
root         904        0.0     2.0         108320    18076  ?        Sl       Mar18    0:50     /usr/bin/python3 /var/lib/waagent/Microsoft.Azure.Monitor.AzureMonitorLinuxAgent-1.31.1/agent.py -metrics
root         907        0.0     2.0         108320    17948  ?        Sl       Mar18    0:58     /usr/bin/python3 /var/lib/waagent/Microsoft.Azure.Monitor.AzureMonitorLinuxAgent-1.31.1/agent.py -syslogconfig
root         1203       0.0     0.4         878488    3604   ?        Ss       Mar18    0:00     /var/lib/waagent/Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentLinux-1.4.3206.1/amd64/NetworkWatcherAgent Monitor /service
root         1204       0.0     1.1         967596    9856   ?        Sl       Mar18    37:13    /var/lib/waagent/Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentLinux-1.4.3206.1/amd64/NetworkWatcherAgent /service
root         1639       0.0     0.9         296004    8320   ?        Ssl      Mar18    1:14     /usr/libexec/packagekitd
root         1643       0.0     0.6         234504    5888   ?        Ssl      Mar18    0:00     /usr/libexec/polkitd --no-debug
backupsys    64866      0.0     0.3         335145    77433  ?        Ssl      Mar18    0:05     /usr/bin/jot
uuidd        23859      0.0     0.3         9632      3072   ?        Ss       Mar18    0:00     /usr/sbin/uuidd --socket-activation
root         563872     0.0     0.3         4060      2816   ?        Ss       Mar18    113:19   /usr/lib/linux-tools/6.8.0-1017-azure/hv_kvp_daemon -n
root         980450     0.0     0.6         15436     5632   ?        Ss       Mar18    4:41     sshd: /usr/sbin/sshd -D [listener] 1 of 10-100 startups
root         3119141    0.0     3.8         1848836   33292  ?        Ssl      Mar18    1:24     /usr/lib/snapd/snapd
root         3455027    0.0     4.0         406780    35140  ?        Sl       Mar18    0:46     python3 -u bin/WALinuxAgent-2.14.0.1-py3.12.egg -run-exthandlers
root         3491901    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/u2:1-events_unbound]
root         3492060    0.0     0.0         0         0      ?        I        Mar18    0:02     [kworker/0:0-events]
root         3493687    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/0:2-cgroup_destroy]
root         3495479    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/u2:2-events_power_efficient]
root         3496016    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/u2:3-flush-8:0]
root         3496274    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/u2:4-flush-8:0]
root         3496649    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/u2:0-flush-8:0]
root         3496870    0.0     1.2         17056     10752  ?        Ss       Mar18    0:00     sshd: backupsys [priv]
backupsys    3496873    0.1     1.1         17184     9600   ?        Ss       Mar18    0:00     /lib/systemd/systemd --user
root         3496874    0.0     0.0         0         0      ?        I        Mar18    0:00     [kworker/0:1-events]
backupsys    3496875    0.0     0.7         170604    6760   ?        S        Mar18    0:00     (sd-pam)
backupsys    3496979    0.0     0.9         17192     7924   ?        S        Mar18    0:00     sshd: backupsys@pts/0
backupsys    3496982    0.0     0.6         9232      5248   pts/0    Ss       Mar18    0:00     -bash
root         3497000    0.0     1.0         15432     8960   ?        Ss       Mar18    0:00     sshd: [accepted]
